epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.7148298025131226,0.6727492213249207,0.7349035739898682,0.6861482858657837,0.7641132473945618,0.5535221695899963,0.7736348509788513,0.7477854490280151
1,0.7746589779853821,0.5237510204315186,0.7858801484107971,0.7588859796524048,0.7931544780731201,0.47391003370285034,0.8017867803573608,0.7826326489448547
2,0.8039158582687378,0.4580668807029724,0.8141747713088989,0.7907589673995972,0.8044565916061401,0.449050635099411,0.8123346567153931,0.7963213920593262
3,0.8254349827766418,0.41214480996131897,0.8337631225585938,0.8156121969223022,0.8394988179206848,0.38330262899398804,0.8454574346542358,0.8325454592704773
4,0.8409448266029358,0.37934762239456177,0.8478889465332031,0.8328432440757751,0.8522695899009705,0.35268348455429077,0.8593498468399048,0.8450523018836975
5,0.8522748351097107,0.3539697229862213,0.8587102890014648,0.8447878956794739,0.858741044998169,0.34183189272880554,0.8641258478164673,0.8535661697387695
6,0.8616526126861572,0.3346010744571686,0.8677226305007935,0.855040967464447,0.8598425984382629,0.3348941206932068,0.8662905693054199,0.8528318405151367
7,0.8660218119621277,0.32144129276275635,0.8718733191490173,0.8598576784133911,0.8711905479431152,0.3075908124446869,0.8767530918121338,0.8650633096694946
8,0.8720015287399292,0.307813823223114,0.8773036599159241,0.866270124912262,0.8780406713485718,0.2917602062225342,0.8828216791152954,0.8733706474304199
9,0.8759453892707825,0.29870760440826416,0.8810533881187439,0.8705533146858215,0.8823205232620239,0.28421294689178467,0.8873499035835266,0.8777078986167908
10,0.8811038732528687,0.28724679350852966,0.8859654664993286,0.8761322498321533,0.8844662308692932,0.2789403200149536,0.8891221284866333,0.8796241283416748
11,0.8838380575180054,0.28111767768859863,0.8883299231529236,0.8792327642440796,0.8904787302017212,0.2673865258693695,0.8940687775611877,0.8866004347801208
12,0.8867000341415405,0.2740459442138672,0.8908838033676147,0.8823234438896179,0.8912933468818665,0.2639416456222534,0.8952445983886719,0.8869446516036987
13,0.8901841044425964,0.26603904366493225,0.8939639925956726,0.8861345052719116,0.8937373757362366,0.25712770223617554,0.8973658680915833,0.890065610408783
14,0.8922617435455322,0.2623727321624756,0.8961254358291626,0.8881580829620361,0.894873321056366,0.25562217831611633,0.8981034159660339,0.8910753726959229
15,0.8936509490013123,0.25732696056365967,0.8974685072898865,0.8898202180862427,0.8957223892211914,0.25213831663131714,0.8993962407112122,0.8922342658042908
16,0.8963285684585571,0.2518342435359955,0.8999231457710266,0.8926256895065308,0.8970649242401123,0.25127702951431274,0.9008908867835999,0.8934275507926941
17,0.8979390859603882,0.24788632988929749,0.9014860987663269,0.894300103187561,0.899830162525177,0.24410170316696167,0.9025404453277588,0.8968239426612854
18,0.899692177772522,0.2449854016304016,0.9030157327651978,0.8963015079498291,0.900495707988739,0.24170932173728943,0.903594970703125,0.8977992534637451
19,0.9017009735107422,0.2392958551645279,0.9049335718154907,0.8985611200332642,0.9063360691070557,0.2326606661081314,0.9086098074913025,0.9042936563491821
20,0.902908205986023,0.2371416836977005,0.9060201048851013,0.8997536301612854,0.9058771133422852,0.227570578455925,0.9085401296615601,0.9033068418502808
21,0.9044498801231384,0.2326788306236267,0.9075660705566406,0.9013469219207764,0.9106044769287109,0.22176307439804077,0.9132015705108643,0.9076899886131287
22,0.9056694507598877,0.2301008701324463,0.9087034463882446,0.9026574492454529,0.9073457717895508,0.22896206378936768,0.910114049911499,0.9046837687492371
23,0.906620979309082,0.228337362408638,0.9096149802207947,0.9036188125610352,0.9081375002861023,0.2245553433895111,0.9105708599090576,0.905555784702301
24,0.9085265398025513,0.22457996010780334,0.9112743735313416,0.9056325554847717,0.9120616912841797,0.21847300231456757,0.9147340655326843,0.9096750617027283
25,0.9091387391090393,0.22137147188186646,0.9119468927383423,0.90629643201828,0.9073457717895508,0.22726137936115265,0.909770131111145,0.905406653881073
26,0.9098788499832153,0.22115939855575562,0.912717878818512,0.9070783257484436,0.9081031084060669,0.2237578183412552,0.9106201529502869,0.9056361317634583
27,0.9097288250923157,0.21971867978572845,0.9125930666923523,0.9070709347724915,0.9143106341362,0.2126961201429367,0.9169908165931702,0.9114879965782166
28,0.9119147062301636,0.21647775173187256,0.9147771000862122,0.9091338515281677,0.9104323387145996,0.21974226832389832,0.9129506945610046,0.908194899559021
29,0.9121728539466858,0.21383510529994965,0.914857029914856,0.9097755551338196,0.9159170389175415,0.2077569216489792,0.918400764465332,0.9135533571243286
30,0.9129793643951416,0.2126980721950531,0.9156684875488281,0.9102943539619446,0.9182348251342773,0.20481477677822113,0.9200977087020874,0.9161809086799622
31,0.9137415289878845,0.21100330352783203,0.9163041114807129,0.9113565683364868,0.9183725118637085,0.20325206220149994,0.9205812811851501,0.9158596396446228
32,0.9148135781288147,0.2087707817554474,0.9172990322113037,0.9124408960342407,0.9175119400024414,0.20422007143497467,0.9192455410957336,0.9154695272445679
33,0.9155216813087463,0.206858828663826,0.9179569482803345,0.9130998253822327,0.918452799320221,0.20244598388671875,0.9209455251693726,0.9164333343505859
34,0.9158093929290771,0.2072691172361374,0.9182544946670532,0.9135718941688538,0.918395459651947,0.20204949378967285,0.9206008911132812,0.9162383079528809
35,0.9171051383018494,0.20379507541656494,0.919512927532196,0.9147447347640991,0.9191871881484985,0.20232395827770233,0.9211190342903137,0.9172824621200562
36,0.9170289039611816,0.20362147688865662,0.9193625450134277,0.9147397875785828,0.9187052249908447,0.20145198702812195,0.920111894607544,0.9172824621200562
37,0.918526291847229,0.20101329684257507,0.9206261038780212,0.9162912964820862,0.9188199639320374,0.20189239084720612,0.9210144281387329,0.9171677231788635
38,0.9186639785766602,0.19886013865470886,0.9209768772125244,0.9164683222770691,0.921000063419342,0.19701366126537323,0.922964334487915,0.9190036058425903
39,0.9192270636558533,0.19797736406326294,0.9216346740722656,0.9172157645225525,0.9176496267318726,0.21123656630516052,0.9197773337364197,0.9157564043998718
40,0.9199548363685608,0.19683274626731873,0.9220752716064453,0.9177517890930176,0.9207361936569214,0.1987280249595642,0.9227144718170166,0.9189347624778748
41,0.9213932156562805,0.19433318078517914,0.9235625863075256,0.9193229675292969,0.921137809753418,0.19820469617843628,0.9233092069625854,0.9191986322402954
42,0.9212653636932373,0.19426485896110535,0.9234819412231445,0.9190155863761902,0.9238686561584473,0.19105814397335052,0.9259903430938721,0.922101616859436
43,0.9213317632675171,0.1937672346830368,0.9236311316490173,0.9191164374351501,0.9197379350662231,0.19959686696529388,0.9221132397651672,0.9180397391319275
44,0.9218210577964783,0.19227606058120728,0.924126923084259,0.9197188019752502,0.9244423508644104,0.19093473255634308,0.9260679483413696,0.9225720763206482
45,0.9225365519523621,0.1898791640996933,0.9246904850006104,0.920434296131134,0.9274371266365051,0.18487705290317535,0.9292173981666565,0.9254750609397888
46,0.9235544800758362,0.18964067101478577,0.9256306886672974,0.9213588237762451,0.9251881837844849,0.18524466454982758,0.9271135926246643,0.9235817790031433
47,0.923547089099884,0.1891978681087494,0.925783634185791,0.9213858842849731,0.9229621887207031,0.19438724219799042,0.9248847961425781,0.9211492538452148
48,0.9242085218429565,0.18805177509784698,0.9263296127319336,0.9222070574760437,0.923019528388977,0.19486656785011292,0.9250492453575134,0.9210689663887024
49,0.924360990524292,0.186398446559906,0.9263299703598022,0.9223669171333313,0.9234326481819153,0.19211484491825104,0.9252932071685791,0.921619713306427
50,0.9244371652603149,0.18545709550380707,0.9264639019966125,0.9224455952644348,0.927299439907074,0.1849631369113922,0.929431140422821,0.9250160455703735
51,0.9254871010780334,0.1841181218624115,0.9276297092437744,0.9236405491828918,0.925761878490448,0.18466252088546753,0.927840530872345,0.9238801002502441
52,0.9258608222007751,0.18303874135017395,0.9280996322631836,0.9238643050193787,0.9288025498390198,0.17927753925323486,0.9303594827651978,0.9270929098129272
53,0.9261140823364258,0.1821986734867096,0.92819744348526,0.924075722694397,0.9268863797187805,0.18291360139846802,0.9287368059158325,0.9250389933586121
54,0.926620602607727,0.18201828002929688,0.9287849068641663,0.9245601296424866,0.9262782335281372,0.1851329654455185,0.9285886883735657,0.9244652986526489
55,0.9267533421516418,0.1812465339899063,0.9289476275444031,0.9246535301208496,0.9268748760223389,0.18569447100162506,0.9288166165351868,0.9251078367233276
56,0.9270680546760559,0.18045654892921448,0.9291589260101318,0.925204336643219,0.9279075860977173,0.1860467940568924,0.9294825792312622,0.9263470768928528
57,0.9278794527053833,0.17880672216415405,0.9298025369644165,0.9259640574455261,0.9287566542625427,0.1821604073047638,0.9303624033927917,0.9272879362106323
58,0.9274934530258179,0.179178386926651,0.929446280002594,0.9254379272460938,0.9295368790626526,0.17791572213172913,0.9313498735427856,0.9277698993682861
59,0.9282113909721375,0.17744620144367218,0.9301378130912781,0.9260944128036499,0.9306957721710205,0.17631866037845612,0.932465136051178,0.9291697144508362
60,0.9289244413375854,0.1762830913066864,0.9307586550712585,0.9269574284553528,0.9285845160484314,0.18123814463615417,0.9300930500030518,0.9268060326576233
61,0.9288801550865173,0.1767963320016861,0.9307860136032104,0.9268885850906372,0.9303401112556458,0.17631861567497253,0.932205319404602,0.9286648631095886
62,0.9296817183494568,0.1742459088563919,0.9315392971038818,0.9278081655502319,0.9284353852272034,0.18191653490066528,0.9304569959640503,0.9269552230834961
